,id,turns,victory_status,winner,white_rating,black_rating,moves,opening_name,opening_ply
91,ylLqmXwb,69,resign,white,1603,1550,e4 e6 Nc3 d5 exd5 exd5 Nf3 Nf6 Bb5+ c6 Na4 cxb5 Qe2+ Be6 Qxb5+ Qd7 Nc3 a6 Qd3 Nc6 O-O Nb4 Qe2 d4 Ne4 Nxc2 Nxf6+ gxf6 Rb1 Rg8 d3 Nb4 a3 Nd5 Nxd4 Kd8 Nxe6+ fxe6 Rd1 Qc6 g3 f5 Qh5 Nf6 Qh4 Be7 Bg5 e5 d4 e4 d5 Qd6 Bf4 Nxd5 Qxh7 Qg6 Rxd5+ Ke8 Qxg6+ Rxg6 Rxf5 Rc8 Re5 Rc4 b3 Rd4 Be3 Rd3 Rxe4,French Defense: Queen's Knight,3
92,8mceLIXN,28,resign,white,1542,1399,d4 d5 Bf4 c5 e3 cxd4 exd4 e6 Nf3 Nc6 c3 h6 Qa4 Bd7 Bb5 g5 Bg3 g4 Ne5 Nxe5 Bxe5 a6 Bxd7+ Qxd7 Qxd7+ Kxd7 Bxh8 Ne7,Queen's Pawn Game: Steinitz Countergambit,4
93,YmJpuJkM,62,resign,black,1546,1877,d4 d5 Bf4 Nf6 Nf3 c5 e3 Bg4 Nbd2 cxd4 Bb5+ Nc6 exd4 Qb6 Bxc6+ bxc6 Nb3 e6 c3 Be7 h3 Bh5 g4 Bg6 Ne5 O-O h4 h6 g5 Nh5 Nd7 Qb5 Nxf8 Bxf8 Be3 Re8 gxh6 gxh6 Rg1 Kh7 f4 Nf6 Qd2 a5 a4 Qxb3 Ke2 Qc4+ Ke1 Bg7 Qg2 Rg8 Qh2 Qd3 Kf2 Ne4+ Kg2 Qxe3 Rae1 Qd2+ Kh1 Nf2+,Queen's Pawn Game: London System,5
94,PNNfempy,62,mate,black,1134,1535,d4 Nf6 Nf3 b6 c3 Bb7 Qb3 e6 Ne5 Nc6 Bg5 Be7 Bxf6 Nxe5 f4 Bd5 c4 Bxc4 Bxe7 Qxe7 Qg3 Qb4+ Nc3 Ng6 f5 exf5 O-O-O O-O d5 f4 a3 Qc5 Qg5 f6 b4 Qe7 Qg4 Qe3+ Kb2 Ne5 Rd3 Nxg4 Rxe3 Nxe3 g3 Nxf1 Rxf1 fxg3 hxg3 Rae8 Rf4 Bxe2 Nb5 Bxb5 Rd4 Re2+ Kc3 Rfe8 d6 R8e3+ Rd3 Rxd3#,Queen's Indian Defense,4
95,TVfozmF5,85,mate,white,1513,1784,d4 e6 Bf4 d5 Nf3 Qe7 e3 c5 c3 cxd4 Bb5+ Bd7 Bxd7+ Nxd7 exd4 g6 Qa4 a6 Ne5 b5 Qd1 Bg7 Qe2 Ngf6 Nc6 Qf8 Nd2 Nh5 Be5 Bxe5 Nxe5 Qe7 Ndf3 O-O Nxd7 Qxd7 Ne5 Qe7 g4 Nf4 Qf3 Qg5 h4 Qh6 g5 Qg7 Qxf4 f6 Ng4 fxg5 Qxg5 Rf5 Qe3 Kh8 Qxe6 h5 Ne3 Rf4 Nxd5 Rf5 Ne7 Re8 Nxg6+ Qxg6 Qxe8+ Qxe8+ Kf1 Qe3 Rh2 Qd3+ Kg1 Qc2 f3 Qxb2 Rxb2 Rxf3 Rf1 Rxc3 Re2 Rc4 Rf7 Kg8 Ra7 Rxd4 Re8#,Horwitz Defense,2
96,4LX77G3m,38,resign,white,1501,1445,d4 Nf6 Bf4 d5 Nf3 Nc6 e3 Nh5 Bg3 Nxg3 hxg3 e6 Bb5 Bd7 Bxc6 Bxc6 Ne5 Bb5 a3 Bd6 Nc3 Ba6 b4 b5 f4 O-O Qh5 h6 g4 Qf6 g5 Qf5 Rc1 Rad8 g4 Qh7 gxh6 Qg6,Queen's Pawn Game: London System,5
99,OIyTAHCP,62,resign,white,1734,1748,d4 d5 c4 Nf6 Nc3 dxc4 e3 Be6 Nf3 a6 b3 cxb3 axb3 Nc6 Bc4 Nd5 Nxd5 Bxd5 O-O h6 Re1 e6 e4 Bxc4 bxc4 Bb4 Re2 Be7 d5 exd5 exd5 Nb8 Qe1 Nd7 Ba3 O-O Bxe7 Qc8 Bxf8 Qxf8 Re7 Rd8 Ne5 Nxe5 Qxe5 c6 Rxb7 cxd5 cxd5 Qc5 Qe4 g6 Rd1 Rc8 Qe7 Qxe7 Rxe7 a5 d6 a4 d7 Rc1,Queen's Gambit Refused: Marshall Defense,4
101,ZzWyY1f8,75,outoftime,white,1724,1855,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Ne5 Nc3 Bb4 Bd2 Nf6 f4 Ng6 Bd3 d6 O-O O-O a3 Ba5 b4 Bb6 Be3 c5 Nf5 Bxf5 exf5 Ne7 Kh1 cxb4 Bxb6 Qxb6 axb4 Qxb4 Re1 Nc6 Ne4 Nxe4 Bxe4 Rfe8 Qd3 Rad8 f6 g6 Qh3 Qd4 Qh4 Rxe4 Rxe4 Qxa1+ Re1 Qc3 g4 Qf3+ Kg1 Qxf4 Rf1 Qd4+ Kh1 Ne5 Qh6 Qe4+ Kg1 Qxg4+ Kf2 Qd4+ Ke2 Qc4+ Ke1 Qc3+ Kd1 Qa1+ Kd2 Nc4+ Kd3,Scotch Game,7
103,aVwWNjNR,81,outoftime,white,1726,1388,e4 e5 Nf3 d6 d4 Nc6 dxe5 dxe5 Qxd8+ Kxd8 Bb5 Bd6 Nc3 Nd4 Nxd4 exd4 Ne2 c5 Bd2 h5 O-O-O Be6 a3 Nf6 f3 a6 Ba4 b5 Bb3 c4 Ba2 Ke7 c3 d3 Nd4 g6 Rde1 Be5 f4 Bxd4 cxd4 Rhd8 d5 Bd7 h3 Kf8 Bc3 Kg7 Kd2 Re8 Bxf6+ Kxf6 e5+ Kf5 Rhf1 Bc8 Rf3 Bb7 Rg3 Kxf4 Rf3+ Kg5 Rxf7 Bxd5 Rc7 Rf8 Bb1 Bxg2 Rg1 Rf2+ Kd1 Rf1+ Rxf1 Bxf1 Rf7 Bxh3 e6 Bxe6 Re7 Bf5 Kd2,Philidor Defense,5
104,DNUmSBH4,46,resign,black,1735,1806,d4 Nf6 c4 g6 Nc3 d5 c5 Bg7 Nf3 O-O Bg5 Re8 Qd2 c6 Bh6 Nbd7 Bxg7 Kxg7 e3 e5 Be2 exd4 exd4 Ne4 Nxe4 dxe4 Ng5 e3 fxe3 Qxg5 h4 Qxe3 Qxe3 Rxe3 Kd2 Re7 Raf1 Nf6 Bc4 Ne4+ Kd3 Ng3 Rxf7+ Rxf7 Bxf7 Kxf7,Gruenfeld Defense,6
105,Tlng5eqN,70,mate,black,1597,1728,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5 g6 f6 Nf7 Bxf4+ Kb1 Bxf7 gxf7+ Rxf7 Qf5 Qc7 Qxd5 Rc8 Bh3 Kf8 Be6 Re7 Rh3 Nb6 Qe4 Rce8 d5 Nxd5 Rxd5 Rxe6 Qh7 Re1+ Kc2 R8e2+ Kc3 Be5+ Kb4 Rxb2+ Ka3 b5 Qh8+ Kf7 Qxh5+ Ke7 Qg6 Qa5#,French Defense: Knight Variation,3
106,wljkejE0,39,resign,white,1743,1738,e4 e6 d4 d5 Nc3 dxe4 Nxe4 Bd7 Nf3 Bc6 Bd3 Nd7 O-O Ngf6 Nxf6+ Nxf6 Bg5 Be7 Re1 Bxf3 gxf3 h6 Bxf6 Bxf6 c3 Qd5 Be4 Qh5 Bxb7 Rb8 Bc6+ Ke7 b3 Bg5 Re4 Qg6 Kh1 Rb5 Bxb5,French Defense: Rubinstein Variation |  Fort Knox Variation,10
107,iNZuj8bY,91,resign,white,1721,1750,d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3 a5 Kg2 Qa6 Qc2 Qc6 f3 Rf5 e4 Rf6 Qc3 g5 hxg5 Rg6 gxh6 Rxh6 Rh1 Rg6 d5 Rxg3+ Kxg3 Qd6+ f4 Kf8 Rh8+ Ke7 Rxd8 Qxd8 Rh1 Qg8+ Kf3 exd5 Qe5+ Kd7 Qxd5+ Kc7 Qxb5 Qd8 Qxa5+ Kd7 Rd1+,Queen's Gambit Declined: Traditional Variation,7
109,bCUwPEJ7,46,resign,black,1744,1735,e4 e6 d4 d5 e5 c5 c3 Nc6 Nf3 Qb6 b3 cxd4 cxd4 Bb4+ Bd2 Nxd4 Bxb4 Nxf3+ Qxf3 Qxb4+ Nd2 Ne7 Bd3 Bd7 O-O O-O Qh3 h6 Rfd1 Bb5 Bc2 Rac8 a3 Qa5 Rac1 Rc7 a4 Rfc8 axb5 Rxc2 Ra1 Qb4 Ra4 Qc5 Rg4 Rxd2,French Defense: Advance Variation |  Paulsen Attack,9
110,zTwM10Si,18,resign,black,1749,1631,d4 d5 c4 Nf6 Nc3 e6 Nf3 c5 cxd5 cxd4 Qxd4 Nxd5 Nxd5 exd5 Bf4 Nc6 Qd2 Bb4,Queen's Gambit Declined: Semi-Tarrasch |  5.cxd5,9
111,PBQ5Il7e,28,resign,black,1769,1396,d4 d5 c4 dxc4 e3 Be6 Nc3 Nc6 Nf3 Bg4 Bxc4 Qd7 O-O O-O-O h3 Bxf3 Qxf3 Nf6 Bxf7 h5 d5 Ne5 Be6 Nxf3+ gxf3 Qxe6 d6 Rxd6,Queen's Gambit Accepted: Old Variation,5
112,z1LTn4pe,40,resign,black,1795,1760,d4 Nf6 Nf3 e6 e3 b6 Bd3 Bb7 c4 c5 Qc2 Bxf3 gxf3 cxd4 exd4 Nc6 d5 Nb4 Qc3 Rc8 a3 Nfxd5 Qb3 Nxd3+ Qxd3 Qc7 cxd5 Qxc1+ Qd1 Qxb2 dxe6 Rc1 exd7+ Kd8 Nd2 Rxa1 O-O Rxd1 Rxd1 Qc2,Yusupov-Rubinstein System,5
114,TMtvbg3w,54,mate,black,1795,1784,e4 e5 Nf3 Nc6 Bb5 Bc5 Bxc6 dxc6 h3 Nf6 Nc3 Qe7 O-O O-O d4 exd4 Nxd4 Nxe4 Nxe4 Qxe4 Nb3 Bd6 Re1 Qg6 Qf3 Qxc2 Nd4 Qc5 Be3 Qe5 b3 Qh2+ Kf1 Bd7 Nf5 Bxf5 Qxf5 Rae8 g3 Rxe3 fxe3 Bxg3 Red1 Qh1+ Ke2 Qg2+ Kd3 Rd8+ Kc3 Be1+ Kc4 Qe2+ Kc5 Qb5#,Ruy Lopez: Classical Variation,6
115,0OXPfTEt,33,resign,white,1770,1872,d4 d5 Nf3 e6 Bf4 Nf6 e3 a6 Bd3 h6 Ne5 Bd6 h4 Nbd7 Qf3 Nf8 h5 c5 Qg3 Bxe5 dxe5 N6d7 Qxg7 c4 Qxh8 cxd3 cxd3 Nc5 Bxh6 Nxd3+ Ke2 Nc1+ Rxc1,Queen's Pawn Game: Zukertort Variation,3
116,YzMf40DM,90,resign,black,1783,1721,d4 d5 Nf3 Nf6 Bf4 Bg4 Ne5 Bf5 e3 Nbd7 Bd3 Bxd3 Qxd3 e6 Nc3 Be7 O-O O-O Rfd1 c5 Qb5 b6 Nc6 Qe8 Qe2 cxd4 Nb5 Nc5 Nxe7+ Qxe7 Bd6 Qd7 Bxf8 d3 cxd3 Rxf8 d4 Nce4 f3 Ng5 h4 Nxf3+ gxf3 a6 Nc3 b5 Rac1 Qe7 e4 dxe4 Nxe4 Nd5 Qf2 Rd8 Nc5 a5 a3 Nf4 Ne4 Nh3+ Kf1 Nxf2 Kxf2 Qxh4+ Ke3 h5 Rc5 Qe7 Rxh5 f5 Ng5 g6 Rh7 Qxg5+ Kf2 Kxh7 Rh1+ Kg7 Rg1 Qd2+ Kg3 Qxd4 Rg2 Qe5+ Kf2 Rd2+ Kg1 Qe3+ Kh1 Qxf3,Queen's Pawn Game: London System,5
117,q3NHAFFp,90,resign,black,1884,1768,e4 e5 Nf3 Nc6 Bb5 Bc5 c3 Qf6 O-O Nge7 Re1 O-O d4 exd4 Bg5 Qg6 Bxe7 Bxe7 cxd4 d6 Nc3 Bg4 Re3 Bg5 Rd3 Nb4 h3 Nxd3 Bxd3 Bxf3 Qxf3 Qf6 Qg3 Qxd4 Rd1 Bf6 Qf3 c6 Qh5 Qb4 e5 g6 Qe2 Bxe5 a3 Qh4 Ne4 d5 Nc5 Rfe8 Qf3 Bxb2 a4 Qb4 Nd7 Re7 Nf6+ Bxf6 Qxf6 Rae8 Kh2 Qxa4 Rb1 Qa3 Bc2 Qc5 Bd3 b5 Qf4 Qc3 Bf1 Re1 Rxe1 Rxe1 Kg1 Qa1 Qb8+ Kg7 Qf4 Rxf1+ Kh2 Rh1+ Kg3 Qc3+ f3 Qe1+ Kg4 h5+ Kg5 Qe7+,Ruy Lopez: Classical Variation |  Central Variation,7
118,Gz7Icasx,40,mate,black,1756,1756,e4 e5 Bc4 Nf6 d4 exd4 Qxd4 Nc6 Qe3 Bb4+ Bd2 O-O a3 Bxd2+ Nxd2 d5 exd5 Re8 dxc6 Rxe3+ fxe3 b5 Bb3 Ng4 Nh3 Nxe3 Ke2 Nxg2 Nf2 Bf5 Rad1 Qe8+ Kf3 Nh4+ Kg3 Qe5+ Kxh4 Qf4+ Kh5 g6#,Bishop's Opening: Ponziani Gambit,5
119,3n4poRIX,49,outoftime,white,1724,1958,d4 Nf6 Nf3 c5 d5 d6 Nc3 e5 e4 Be7 Bd3 Nbd7 O-O h6 a4 O-O Nd2 Nh7 Nc4 Nb6 Ne3 c4 Be2 f5 a5 f4 axb6 fxe3 Bxe3 a6 Ra4 Bd7 Rxc4 Nf6 Rc7 Bb5 Rxb7 Bxe2 Qxe2 Nd7 Qg4 Nf6 Qe6+ Rf7 Rc7 Ne8 Rd7 Qc8 b7,Benoni Defense: Benoni-Indian Defense |  Kingside Move Order,5
120,XRuQPSzH,50,resign,black,2036,1706,Nf3 d5 g3 c5 Bg2 Nc6 d3 Nf6 O-O e5 Nc3 d4 Ne4 Nxe4 dxe4 Be7 e3 O-O exd4 cxd4 Re1 Be6 Bd2 Qb6 b3 f6 Qe2 Nb4 Bxb4 Bxb4 Red1 Rac8 Rac1 Rc6 Nh4 Ba3 Rb1 Rfc8 Rd2 Bb4 Rdd1 Rxc2 Qf3 Rxa2 Nf5 Rcc2 Rf1 Bf8 Rfc1 Rxf2,King's Indian Attack: French Variation,6
121,XPZikam7,59,mate,white,1706,925,d4 d5 Nf3 Nf6 Bf4 Nc6 e3 Bf5 Bb5 e6 Ne5 Bb4+ c3 Ba5 Nxc6 Qc8 Nxa7+ Qd7 Bxd7+ Nxd7 Nb5 O-O Nxc7 Ra6 Nxa6 Nf6 Nc5 Ng4 h3 Nxf2 Kxf2 Bxc3 bxc3 e5 Bxe5 b6 Na4 Bxb1 Rxb1 b5 Rxb5 Rd8 Rb8 Rf8 Rxf8+ Kxf8 Qb3 Ke7 Qb7+ Ke6 Qc6+ Kf5 g4+ Ke4 c4 Kd3 Rd1+ Ke4 Qxd5#,Queen's Pawn Game: London System,5
122,5SNh53F9,26,outoftime,black,1244,1219,d4 d6 e4 Nc6 d5 Ne5 Be2 e6 c4 exd5 cxd5 c6 dxc6 bxc6 Nf3 Nxf3+ Bxf3 d5 exd5 cxd5 Bxd5 Be6 Qa4+ Ke7 Qa5 Qxa5+,Nimzowitsch Defense: Mikenas Variation,4
123,ezdEKpqG,23,mate,white,1215,921,e4 e5 Nf3 Nc6 Bc4 Bb4 c3 Bc5 b4 Bb6 d3 Nf6 Ng5 O-O Bxf7+ Kh8 Bd5 Nxd5 exd5 Ne7 Qh5 Nxd5 Qxh7#,Italian Game,5
125,vAOIY0jj,66,mate,black,1210,1280,e4 c5 Nf3 Nf6 d4 Nxe4 dxc5 Nxc5 Qd5 e6 Qh5 Ne4 Ne5 g6 Qf3 Qe7 Qxe4 d5 Qa4+ Bd7 Nxd7 Nxd7 Bb5 Bg7 Bxd7+ Qxd7 Qxd7+ Kxd7 Nc3 Rhe8 Bd2 Rac8 O-O d4 Ne4 Rxc2 Rac1 Rxb2 Nc5+ Ke7 Bg5+ Kf8 Nd7+ Kg8 Nf6+ Bxf6 Bxf6 e5 Rc7 Rb6 Rfc1 Rxf6 Rc8 Kf8 Rxe8+ Kxe8 Rc8+ Ke7 Rc7+ Kf8 Rc8+ Kg7 Rc7 Rb6 Re7 Rb1#,Sicilian Defense: Nimzowitsch Variation,4
127,dh2xQb3X,36,mate,black,1220,1341,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Bxd5 Qe7 d3 Nd4 Qd1 c6 Bc4 b5 Bb3 Bf5 c3 Nxb3 axb3 Rd8 d4 exd4+ Kf1 dxc3 Qe1 Bd3+ Kg1 Qxe1#,Italian Game: Two Knights Defense |  Fried Liver Attack,11
128,TKwuIzb6,26,mate,black,1234,1359,e4 e5 Nf3 Nc6 Bc4 h6 O-O d6 d3 a6 a4 Bg4 Be3 Qf6 h3 Bxf3 gxf3 Be7 f4 exf4 Bd2 f3 Bc3 Qg6+ Kh2 Qg2#,Italian Game: Anti-Fried Liver Defense,6
129,s752sCLr,62,resign,black,1275,1236,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Ke8 Qxd5 Qf6 d3 Be6 Qxe6+ Qe7 Qd5 Rd8 Bg5 Rxd5 Bxe7 Rd4 Bc5 Bxc5 c3 Rf4 O-O Rhf8 Nd2 Bxf2+ Kh1 Rh4 Ne4 Be3 Rf3 Bf4 g3 Bxg3 Rxg3 g6 Ng5 Rf2 Rf3 Rfxh2+ Kg1 Rh1+ Kf2 Rxa1 Bf7+ Ke7 Re3 Rh2+ Kg3 Rhh1 d4 Rag1+ Kf2 Rxg5,Italian Game: Two Knights Defense |  Fried Liver Attack,11
130,lKYmVLZt,37,resign,white,1433,1282,e4 Nf6 d3 e5 a3 d5 exd5 Nxd5 c4 Nf4 g3 Ne6 Nf3 b6 Be3 Bb7 Bg2 e4 dxe4 Qxd1+ Kxd1 Bxe4 Nc3 Bxf3+ Bxf3 c6 Ke2 Nd7 Rhd1 Be7 Kf1 Bc5 Bxc5 Ndxc5 Bxc6+ Ke7 Nd5+,Alekhine Defense: Maroczy Variation,3
131,dRhehsEy,24,resign,black,1132,1276,d4 Nf6 c4 d5 Nc3 dxc4 e3 b5 a4 b4 Na2 b3 Nb4 e6 Bd2 Ne4 Bxc4 Nxd2 Qxd2 Qd6 Nd3 Qb6 Qb4 Bxb4+,Queen's Gambit Refused: Marshall Defense,4
133,ahwTovI0,37,resign,black,1228,1266,e4 Nf6 e5 Nd5 c4 Nb6 c5 Nd5 d4 d6 Bc4 e6 Nf3 Be7 Qa4+ Bd7 Bb5 c6 Bc4 b5 Qc2 bxc4 exd6 Bf6 Qxc4 O-O O-O Bc8 Re1 Ba6 Qa4 Bb5 Qc2 Nb4 Qe2 Bxe2 Rxe2,Alekhine Defense: Two Pawn Attack |  Lasker Variation,7
134,fgK91ojo,24,resign,black,1273,1409,e4 c6 d4 d5 exd5 Qa5+ Bd2 Qxd5 Be3 Bf5 Nc3 Qa5 Bc4 Be4 Nf3 Bxf3 gxf3 Nf6 O-O e6 Qe1 Bb4 Ne4 Bxe1,Caro-Kann Defense: Exchange Variation,5
135,Cmhkui8U,9,resign,white,1338,1277,d4 d5 e3 e6 c4 Bb4+ Nd2 dxc4 Qa4+,Queen's Pawn Game #2,3
136,TRpFAEWd,47,mate,white,1263,1336,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Qe2 Nbd7 f3 e6 f4 Qa5+ Bd2 Qh5 Qxh5 Nxh5 Be2 Nxf4 Bxf4 e5 Ne6 exf4 Nc7+ Kd8 Nxa8 Nf6 O-O Bd7 Rxf4 Kc8 e5 dxe5 Rc4+ Bc6 Bf3 e4 Be2 Kb8 Nc3 Kxa8 h3 e3 Bf3 Bxf3 Rc8#,Sicilian Defense: Modern Variations |  Main Line,8
137,btHFH9xr,85,mate,white,1316,1273,c4 e5 g3 d5 cxd5 Qxd5 Nf3 g5 Nc3 Qc6 Bg2 g4 Nh4 Qe6 O-O Be7 Bd5 Qa6 Nf5 Bxf5 e4 Be6 Qb3 c6 Bxe6 fxe6 Qxe6 c5 Qxe5 Qf6 Qh5+ Qg6 Qe5 Qf6 Qh5+ Kf8 Nd5 Qd6 Qf5+ Nf6 Qc8+ Qd8 Qxb7 Nbd7 Nc7 Rb8 Ne6+ Ke8 Nxd8 Rxb7 Nxb7 Nxe4 d3 Ng5 Bxg5 Bxg5 Nd6+ Ke7 Ne4 Nf6 Rfe1 Nxe4 Rxe4+ Kf6 Rxg4 h6 Rc1 Bxc1 Rc4 Bxb2 Rxc5 Rd8 Rc6+ Kg5 h4+ Kf5 Rxh6 Rxd3 Rh5+ Kg4 Rb5 Rd1+ Kg2 Bc3 f3#,English Opening: King's English Variation,2
138,G9xaiPFl,39,mate,white,1248,1253,e4 h5 d4 d5 exd5 Qxd5 g4 Bxg4 f3 Bxf3 Nxf3 Qe4+ Be2 f6 Nc3 Qe6 d5 Qb6 Na4 Qa5+ Nc3 e5 dxe6 g5 Bd2 Qb6 Bc4 Qxb2 Nd5 c6 Nc7+ Ke7 O-O b5 Bb3 h4 Bb4+ c5 Bxc5#,Goldsmith Defense,2
139,RkMlSx4r,58,mate,black,1335,1233,d4 Nf6 c4 e6 Nc3 Bb4 Bd2 O-O e3 d5 cxd5 exd5 Qb3 Bxc3 Bxc3 Nfd7 Qxd5 Nb6 Qxd8 Rxd8 Nf3 Bf5 Be2 Nc6 O-O Na4 a3 Nxc3 bxc3 b5 Rab1 a6 Bxb5 axb5 Rxb5 Bd3 Rc5 Bxf1 Rxc6 Bb5 Rxc7 Rxa3 Ne5 Ba6 g3 Rc8 Ra7 Rcxc3 Rxf7 Rab3 Rd7 Rc8 Ra7 Bb7 h4 Rc1+ Kh2 Rh1#,Nimzo-Indian Defense,6
140,Z1CTghfR,95,mate,white,1223,1189,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Qf6 Bxd5+ Ke7 Qxf6+ gxf6 O-O Nd4 Nc3 Nxc2 Rb1 Kd6 Be4 Nd4 d3 f5 Bd5 f4 g3 f3 Be4 Ne2+ Nxe2 fxe2 Re1 Bg4 f3 Bxf3 Bxf3 Ke6 Rxe2 Rd8 Bf4 Rxd3 Rxe5+ Kf7 Bxb7 h5 Ba6 h4 Bxd3 Bd6 Rf5+ Ke7 Bg5+ Ke6 Bxh4 c5 Re1+ Kd7 Bb5+ Kc7 Rf7+ Kb6 Re6 Kxb5 Rxd6 a5 Rb7+ Kc4 b3+ Kc3 Bf6+ Kc2 Bxh8 Kb1 h4 Kxa2 g4 a4 bxa4 c4 g5 c3 Bxc3 Ka3 Bb4+ Kxa4 g6 Kb3 g7 Kc4 g8=Q#,Italian Game: Two Knights Defense |  Fried Liver Attack,11
142,R6dF4yRx,97,mate,white,1227,1216,d4 d5 c4 Nf6 c5 Bf5 Nf3 Bxb1 Rxb1 Nc6 g3 Nb4 Bg2 Nxa2 Bf4 b6 c6 e6 Qb3 Nb4 O-O Nxc6 Ne5 Nxd4 Qa4+ b5 Qxd4 Bd6 Nc6 Qd7 Bxd6 cxd6 Nb4 e5 Qd2 a5 Ra1 O-O Nxd5 Nxd5 Qxd5 Qe6 Qxe6 fxe6 Bxa8 Rxa8 e4 d5 exd5 exd5 b4 e4 bxa5 d4 Rfe1 Re8 a6 b4 a7 Ra8 Rxe4 d3 Rxb4 d2 Rba4 d1=Q+ Rxd1 Kf7 Rb1 Kg6 Rb8 Rxa7 Rxa7 Kf5 Rb5+ Ke4 Ra4+ Kd3 Rb3+ Kc2 Rab4 Kc1 Ra3 g6 Rc4+ Kb1 Rb3+ Ka2 Rcb4 h5 h4 g5 hxg5 h4 gxh4 Ka1 Ra4#,Queen's Gambit Refused: Marshall Defense,4
143,PLxCc87r,12,draw,draw,1215,1219,e4 e5 Nf3 Nc6 Bc4 Qe7 d3 Nf6 Bg5 h6 Bxf6 Qxf6,Italian Game,5
144,p7a4FGwp,30,resign,white,1227,1227,e4 Nf6 Nc3 e5 Bc4 Bc5 Nf3 Nc6 Ng5 O-O Bxf7+ Rxf7 Nxf7 Kxf7 O-O Ne8 d3 d6 Nd5 Nf6 Qe2 Nxd5 exd5 Nd4 Qh5+ g6 Qxh7+ Kf6 Qh4+ g5,Four Knights Game: Italian Variation,8
145,3udM9T6k,43,mate,white,1550,1225,d4 Nf6 c4 e6 Nf3 Bb4+ Bd2 Bxd2+ Nbxd2 O-O e4 d5 e5 Ne4 Bd3 Ng5 O-O Nxf3+ Nxf3 dxc4 Bxc4 Nc6 Rc1 Rb8 a3 b5 Bd3 Nxd4 Ne1 Bb7 Qh5 g6 Qh6 Qd5 Qg5 f5 Qf4 Nb3 Rxc7 Nc5 Qh6 Nxd3 Qxh7#,Bogo-Indian Defense: Exchange Variation,8
146,hkMNenrh,11,resign,white,1325,1234,e4 Nf6 f3 e5 c3 Be7 d4 exd4 cxd4 c5 d5,Alekhine Defense,2
147,jrmlULM0,72,mate,black,1212,1221,e4 Nf6 e5 Nd5 Nc3 Nxc3 bxc3 d6 f4 dxe5 fxe5 Qd5 Nf3 Qe4+ Be2 f5 d4 Nc6 O-O e6 a4 Be7 Ba3 Qe3+ Kh1 Qxc3 Bxe7 Nxe7 Qd3 Qxd3 Bxd3 O-O c3 Ng6 Bc4 Bd7 Rab1 Bc6 Bxe6+ Kh8 Bxf5 Rxf5 c4 Bxa4 Rxb7 Bc6 Rxc7 Bxf3 gxf3 Nf4 Rb1 Ne6 Re7 Nxd4 Rbb7 h5 e6 Raf8 Rxg7 Nxe6 Rh7+ Kg8 c5 Rxf3 c6 Rf1+ Kg2 R8f2+ Kg3 Rf3+ Kg2 Nf4#,Alekhine Defense: Saemisch Attack,5
149,mqZFkCf3,18,resign,black,1228,1626,d4 d5 c4 e6 cxd5 exd5 Nc3 a6 e4 dxe4 Nxe4 Be7 Qe2 Nc6 Nc3 Nxd4 Bg5 Nxe2,Queen's Gambit Declined,4
151,MgL176RS,32,resign,black,1422,1210,e4 Nf6 e5 Nd5 c4 Nb6 d4 d6 Bf4 dxe5 Bxe5 Be6 d5 Bd7 Nc3 e6 Qh5 g6 Qf3 Rg8 Bf6 Be7 dxe6 Bxe6 Qxb7 N8d7 Bxe7 Qxe7 O-O-O Nc5 Nb5 Nxb7,Alekhine Defense: Two Pawn Attack,5
152,V16nc5AF,35,resign,white,1186,1223,e4 Nf6 Nc3 e5 f4 exf4 d4 c5 Nf3 cxd4 Nxd4 Bc5 Bxf4 Bxd4 Qxd4 Nc6 Qe3 Qe7 O-O-O h6 e5 Nh5 Bc4 g5 Bg3 Nxg3 Qxg3 Nxe5 Nb5 O-O Rhe1 d6 Rxd6 Nd3+ Bxd3,Vienna Game: Vienna Gambit,5
